date,value
2015-4-27 4:25,2270
2015-4-27 4:30,1936
2015-4-27 4:35,1936
2015-4-27 4:40,1644
2015-4-27 4:45,1722
2015-4-27 4:50,3744
2015-4-27 4:55,2689
2015-4-27 5:00,1859
2015-4-27 5:05,1723
2015-4-27 5:10,2218
2015-4-27 5:15,1948
2015-4-27 5:20,2142
2015-4-27 5:25,3317
2015-4-27 5:30,3258
2015-4-27 5:35,3276
2015-4-27 5:40,3056
2015-4-27 5:45,2795
2015-4-27 5:50,4293
2015-4-27 5:55,3505
2015-4-27 6:00,2914
2015-4-27 6:05,2927
2015-4-27 6:10,2807
2015-4-27 6:15,2819
2015-4-27 6:20,2670
2015-4-27 6:25,2372
2015-4-27 6:30,2352
2015-4-27 6:35,2259
2015-4-27 6:40,2022
2015-4-27 6:45,1944
2015-4-27 6:50,3441
2015-4-27 6:55,2699
2015-4-27 7:00,1816
2015-4-27 7:05,1865
2015-4-27 7:10,2095
2015-4-27 7:15,1981
2015-4-27 7:20,1876
2015-4-27 7:25,3635
2015-4-27 7:30,4417
2015-4-27 7:35,4169
2015-4-27 7:40,4487
2015-4-27 7:45,3995
2015-4-27 7:50,5515
2015-4-27 7:55,4109
2015-4-27 8:00,3689
2015-4-27 8:05,3546
2015-4-27 8:10,2351
2015-4-27 8:15,3253
2015-4-27 8:20,2552
2015-4-27 8:25,2385
2015-4-27 8:30,2198
2015-4-27 8:35,2109
2015-4-27 8:40,2314
2015-4-27 8:45,2632
2015-4-27 8:50,4618
2015-4-27 8:55,3196
2015-4-27 9:00,3579
2015-4-27 9:05,3992
2015-4-27 9:10,3791
2015-4-27 9:15,5834
2015-4-27 9:20,6455
2015-4-27 9:25,13517
2015-4-27 9:30,13763
2015-4-27 9:35,13951
2015-4-27 9:40,13772
2015-4-27 9:45,13509
2015-4-27 9:50,16033
2015-4-27 9:55,14030
2015-4-27 10:00,13362
2015-4-27 10:05,13718
2015-4-27 10:10,13307
2015-4-27 10:15,12956
2015-4-27 10:20,12231
2015-4-27 10:25,12678
2015-4-27 10:30,11008
2015-4-27 10:35,10314
2015-4-27 10:40,10497
2015-4-27 10:45,11747
2015-4-27 10:50,15099
2015-4-27 10:55,12197
2015-4-27 11:00,6345
2015-4-27 11:05,7608
2015-4-27 11:10,9757
2015-4-27 11:15,11087
2015-4-27 11:20,10604
2015-4-27 11:25,15829
2015-4-27 11:30,14238
2015-4-27 11:35,14278
2015-4-27 11:40,13540
2015-4-27 11:45,13379
2015-4-27 11:50,13409
2015-4-27 11:55,11920
2015-4-27 12:00,9285
2015-4-27 12:05,10812
2015-4-27 12:10,7365
2015-4-27 12:15,6464
2015-4-27 12:20,6963
2015-4-27 12:25,7140
2015-4-27 12:30,6919
2015-4-27 12:35,6258
2015-4-27 12:40,6886
2015-4-27 12:45,7168
2015-4-27 12:50,8391
2015-4-27 12:55,8249
2015-4-27 13:00,8180
2015-4-27 13:05,8592
2015-4-27 13:10,8591
2015-4-27 13:15,8089
2015-4-27 13:20,10231
2015-4-27 13:25,12621
2015-4-27 13:30,14856
2015-4-27 13:35,12420
2015-4-27 13:40,11704
2015-4-27 13:45,11504
2015-4-27 13:50,14493
2015-4-27 13:55,12848
2015-4-27 14:00,15445
2015-4-27 14:05,16250
2015-4-27 14:10,15372
2015-4-27 14:15,13265
2015-4-27 14:20,13206
2015-4-27 14:25,13068
2015-4-27 14:30,11905
2015-4-27 14:35,11554
2015-4-27 14:40,10884
2015-4-27 14:45,11229
2015-4-27 14:50,12330
2015-4-27 14:55,10652
2015-4-27 15:00,9777
2015-4-27 15:05,10864
2015-4-27 15:10,12126
2015-4-27 15:15,11350
2015-4-27 15:20,11746
2015-4-27 15:25,14702
2015-4-27 15:30,14912
2015-4-27 15:35,14976
2015-4-27 15:40,15474
2015-4-27 15:45,14347
2015-4-27 15:50,18297
2015-4-27 15:55,17574
2015-4-27 16:00,16662
2015-4-27 16:05,15491
2015-4-27 16:10,15082
2015-4-27 16:15,12840
2015-4-27 16:20,12881
2015-4-27 16:25,13483
2015-4-27 16:30,12178
2015-4-27 16:35,14205
2015-4-27 16:40,13795
2015-4-27 16:45,11215
2015-4-27 16:50,12713
2015-4-27 16:55,12771
2015-4-27 17:00,10673
2015-4-27 17:05,11049
2015-4-27 17:10,10356
2015-4-27 17:15,9792
2015-4-27 17:20,10247
2015-4-27 17:25,12408
2015-4-27 17:30,13816
2015-4-27 17:35,13152
2015-4-27 17:40,11399
2015-4-27 17:45,11250
2015-4-27 17:50,13239
2015-4-27 17:55,12067
2015-4-27 18:00,11572
2015-4-27 18:05,10766
2015-4-27 18:10,11828
2015-4-27 18:15,11434
2015-4-27 18:20,11070
2015-4-27 18:25,13136
2015-4-27 18:30,13557
2015-4-27 18:35,11014
2015-4-27 18:40,10543
2015-4-27 18:45,11393
2015-4-27 18:50,12376
2015-4-27 18:55,9738
2015-4-27 19:00,9292
2015-4-27 19:05,8142
2015-4-27 19:10,9512
2015-4-27 19:15,8575
2015-4-27 19:20,8224
2015-4-27 19:25,11671
2015-4-27 19:30,10792
2015-4-27 19:35,9052
2015-4-27 19:40,8331
2015-4-27 19:45,8292
2015-4-27 19:50,8525
2015-4-27 19:55,7674
2015-4-27 20:00,8132
2015-4-27 20:05,6550
2015-4-27 20:10,6584
2015-4-27 20:15,6429
2015-4-27 20:20,6061
2015-4-27 20:25,7512
2015-4-27 20:30,5473
2015-4-27 20:35,5109
2015-4-27 20:40,4809
2015-4-27 20:45,3842
2015-4-27 20:50,5508
2015-4-27 20:55,4067
2015-4-27 21:00,3886
2015-4-27 21:05,3920
2015-4-27 21:10,4466
2015-4-27 21:15,4760
2015-4-27 21:20,4671
2015-4-27 21:25,7965
2015-4-27 21:30,7325
2015-4-27 21:35,6903
2015-4-27 21:40,4986
2015-4-27 21:45,5399
2015-4-27 21:50,5998
2015-4-27 21:55,3906
2015-4-27 22:00,4564
2015-4-27 22:05,3922
2015-4-27 22:10,4398
2015-4-27 22:15,4311
2015-4-27 22:20,3551
2015-4-27 22:25,3957
2015-4-27 22:30,3783
2015-4-27 22:35,4778
2015-4-27 22:40,3632
2015-4-27 22:45,3852
2015-4-27 22:50,6509
2015-4-27 22:55,4063
2015-4-27 23:00,3181
2015-4-27 23:05,2885
2015-4-27 23:10,3385
2015-4-27 23:15,3642
2015-4-27 23:20,2742
2015-4-27 23:25,5079
2015-4-27 23:30,5243
2015-4-27 23:35,4636
2015-4-27 23:40,4269
2015-4-27 23:45,4055
2015-4-27 23:50,4731
2015-4-27 23:55,3598
2015-4-28 0:00,3845
2015-4-28 0:05,3443
2015-4-28 0:10,3591
2015-4-28 0:15,3675
2015-4-28 0:20,3273
2015-4-28 0:25,3102
2015-4-28 0:30,3063
2015-4-28 0:35,2506
2015-4-28 0:40,2275
2015-4-28 0:45,2174
2015-4-28 0:50,3829
2015-4-28 0:55,2584
2015-4-28 1:00,2790
2015-4-28 1:05,2340
2015-4-28 1:10,2425
2015-4-28 1:15,2550
2015-4-28 1:20,2512
2015-4-28 1:25,2964
2015-4-28 1:30,2886
2015-4-28 1:35,3042
2015-4-28 1:40,3264
2015-4-28 1:45,2550
2015-4-28 1:50,4035
2015-4-28 1:55,2476
2015-4-28 2:00,2337
2015-4-28 2:05,2094
2015-4-28 2:10,2411
2015-4-28 2:15,2862
2015-4-28 2:20,3298
2015-4-28 2:25,2904
2015-4-28 2:30,2834
2015-4-28 2:35,2438
2015-4-28 2:40,2251
2015-4-28 2:45,2494
2015-4-28 2:50,3781
2015-4-28 2:55,2310
2015-4-28 3:00,3284
2015-4-28 3:05,2937
2015-4-28 3:10,2779
2015-4-28 3:15,3285
2015-4-28 3:20,3199
2015-4-28 3:25,3712
2015-4-28 3:30,3226
2015-4-28 3:35,3358
2015-4-28 3:40,3305
2015-4-28 3:45,3407
2015-4-28 3:50,4464
2015-4-28 3:55,2789
2015-4-28 4:00,2371
2015-4-28 4:05,2364
2015-4-28 4:10,2142
2015-4-28 4:15,2042
2015-4-28 4:20,1721
2015-4-28 4:25,1851
2015-4-28 4:30,1815
2015-4-28 4:35,1816
2015-4-28 4:40,1921
2015-4-28 4:45,1866
2015-4-28 4:50,3493
2015-4-28 4:55,2215
2015-4-28 5:00,1870
2015-4-28 5:05,1984
2015-4-28 5:10,2176
2015-4-28 5:15,2418
2015-4-28 5:20,2019
2015-4-28 5:25,3002
2015-4-28 5:30,3189
2015-4-28 5:35,3248
2015-4-28 5:40,2952
2015-4-28 5:45,2540
2015-4-28 5:50,4064
2015-4-28 5:55,3482
2015-4-28 6:00,2349
2015-4-28 6:05,2012
2015-4-28 6:10,2030
2015-4-28 6:15,2207
2015-4-28 6:20,1827
2015-4-28 6:25,1961
2015-4-28 6:30,1811
2015-4-28 6:35,1732
2015-4-28 6:40,2699
2015-4-28 6:45,2270
2015-4-28 6:50,3669
2015-4-28 6:55,2515
2015-4-28 7:00,2501
2015-4-28 7:05,2298
2015-4-28 7:10,2404
2015-4-28 7:15,2303
2015-4-28 7:20,2780
2015-4-28 7:25,5140
2015-4-28 7:30,4145
2015-4-28 7:35,3363
2015-4-28 7:40,2971
2015-4-28 7:45,3031
2015-4-28 7:50,4458
2015-4-28 7:55,3347
2015-4-28 8:00,2563
2015-4-28 8:05,3207
2015-4-28 8:10,3191
2015-4-28 8:15,2974
2015-4-28 8:20,2198
2015-4-28 8:25,2658
2015-4-28 8:30,2445
2015-4-28 8:35,2507
2015-4-28 8:40,3178
2015-4-28 8:45,3726
2015-4-28 8:50,6986
2015-4-28 8:55,6253
2015-4-28 9:00,4840
2015-4-28 9:05,4432
2015-4-28 9:10,4870
2015-4-28 9:15,5660
2015-4-28 9:20,6283
2015-4-28 9:25,7568
2015-4-28 9:30,8125
2015-4-28 9:35,9371
2015-4-28 9:40,9448
2015-4-28 9:45,9533
2015-4-28 9:50,11520
2015-4-28 9:55,12024
2015-4-28 10:00,12690
2015-4-28 10:05,11943
2015-4-28 10:10,11705
2015-4-28 10:15,11430
2015-4-28 10:20,17722
2015-4-28 10:25,17776
2015-4-28 10:30,16882
2015-4-28 10:35,11847
2015-4-28 10:40,9605
2015-4-28 10:45,10100
2015-4-28 10:50,11176
2015-4-28 10:55,10245
2015-4-28 11:00,11475
2015-4-28 11:05,9746
2015-4-28 11:10,9816
2015-4-28 11:15,9602
2015-4-28 11:20,8695
2015-4-28 11:25,10260
2015-4-28 11:30,10149
2015-4-28 11:35,10307
2015-4-28 11:40,13019
2015-4-28 11:45,12074
2015-4-28 11:50,11591
2015-4-28 11:55,9442
2015-4-28 12:00,9113
2015-4-28 12:05,8800
2015-4-28 12:10,6870
2015-4-28 12:15,6583
2015-4-28 12:20,6862
2015-4-28 12:25,6379
2015-4-28 12:30,6310
2015-4-28 12:35,5654
2015-4-28 12:40,5678
2015-4-28 12:45,6117
2015-4-28 12:50,8802
2015-4-28 12:55,7282
2015-4-28 13:00,6743
2015-4-28 13:05,6566
2015-4-28 13:10,6639
2015-4-28 13:15,6833
2015-4-28 13:20,6780
2015-4-28 13:25,8389
2015-4-28 13:30,9269
2015-4-28 13:35,9212
2015-4-28 13:40,8642
2015-4-28 13:45,11578
2015-4-28 13:50,15715
2015-4-28 13:55,15694
2015-4-28 14:00,13277
2015-4-28 14:05,12683
2015-4-28 14:10,10251
2015-4-28 14:15,9225
2015-4-28 14:20,10970
2015-4-28 14:25,9630
2015-4-28 14:30,9608
2015-4-28 14:35,9486
2015-4-28 14:40,10032
2015-4-28 14:45,10004
2015-4-28 14:50,12976
2015-4-28 14:55,9313
2015-4-28 15:00,10283
2015-4-28 15:05,8898
2015-4-28 15:10,10059
2015-4-28 15:15,8936
2015-4-28 15:20,9934
2015-4-28 15:25,11957
2015-4-28 15:30,10821
2015-4-28 15:35,12602
2015-4-28 15:40,11817
2015-4-28 15:45,12493
2015-4-28 15:50,13138
2015-4-28 15:55,11410
2015-4-28 16:00,10220
2015-4-28 16:05,10201
2015-4-28 16:10,10072
2015-4-28 16:15,10150
2015-4-28 16:20,9612
2015-4-28 16:25,9739
2015-4-28 16:30,10308
2015-4-28 16:35,10107
2015-4-28 16:40,10621
2015-4-28 16:45,9235
2015-4-28 16:50,11593
2015-4-28 16:55,10179
2015-4-28 17:00,12380
2015-4-28 17:05,12219
2015-4-28 17:10,15121
2015-4-28 17:15,16105
2015-4-28 17:20,11517
2015-4-28 17:25,10762
2015-4-28 17:30,14379
2015-4-28 17:35,10430
2015-4-28 17:40,10328
2015-4-28 17:45,11733
2015-4-28 17:50,11849
2015-4-28 17:55,10536
2015-4-28 18:00,10671
2015-4-28 18:05,10194
2015-4-28 18:10,10385
2015-4-28 18:15,10509
2015-4-28 18:20,10094
2015-4-28 18:25,11778
2015-4-28 18:30,9221
2015-4-28 18:35,9068
2015-4-28 18:40,9846
2015-4-28 18:45,8518
2015-4-28 18:50,9832
2015-4-28 18:55,8403
2015-4-28 19:00,7478
2015-4-28 19:05,7430
2015-4-28 19:10,7083
2015-4-28 19:15,7079
2015-4-28 19:20,6161
2015-4-28 19:25,5969
2015-4-28 19:30,5721
2015-4-28 19:35,5865
2015-4-28 19:40,5799
2015-4-28 19:45,6252
2015-4-28 19:50,7698
2015-4-28 19:55,6645
2015-4-28 20:00,5241
2015-4-28 20:05,4681
2015-4-28 20:10,4091
2015-4-28 20:15,4165
2015-4-28 20:20,4050
2015-4-28 20:25,4146
2015-4-28 20:30,4035
2015-4-28 20:35,3743
2015-4-28 20:40,3825
2015-4-28 20:45,3559
2015-4-28 20:50,4903
2015-4-28 20:55,3390
2015-4-28 21:00,3796
2015-4-28 21:05,3242
2015-4-28 21:10,3647
2015-4-28 21:15,3425
2015-4-28 21:20,3382
2015-4-28 21:25,5894
2015-4-28 21:30,4198
2015-4-28 21:35,3763
2015-4-28 21:40,3362
2015-4-28 21:45,2856
2015-4-28 21:50,4439
2015-4-28 21:55,2911
2015-4-28 22:00,3237
2015-4-28 22:05,2980
2015-4-28 22:10,3593
2015-4-28 22:15,2969
2015-4-28 22:20,3250
2015-4-28 22:25,3129
2015-4-28 22:30,2919
2015-4-28 22:35,2754
2015-4-28 22:40,2626
2015-4-28 22:45,2696
2015-4-28 22:50,3889
2015-4-28 22:55,2713
2015-4-28 23:00,2180
2015-4-28 23:05,2239
2015-4-28 23:10,2438
2015-4-28 23:15,2705
2015-4-28 23:20,2427
2015-4-28 23:25,2972
2015-4-28 23:30,2812
2015-4-28 23:35,3124
2015-4-28 23:40,3370
2015-4-28 23:45,3453
2015-4-28 23:50,4893
2015-4-28 23:55,3299
2015-4-29 0:00,3042
2015-4-29 0:05,2697
2015-4-29 0:10,2533
2015-4-29 0:15,2188
2015-4-29 0:20,2305
2015-4-29 0:25,2437
2015-4-29 0:30,2368
2015-4-29 0:35,2411
2015-4-29 0:40,2402
2015-4-29 0:45,2495
2015-4-29 0:50,4391
2015-4-29 0:55,3180
2015-4-29 1:00,2499
2015-4-29 1:05,2121
2015-4-29 1:10,2269
2015-4-29 1:15,2350
2015-4-29 1:20,2363
2015-4-29 1:25,3242
2015-4-29 1:30,3031
2015-4-29 1:35,3238
2015-4-29 1:40,3179
2015-4-29 1:45,3179
2015-4-29 1:50,4895
2015-4-29 1:55,3710
2015-4-29 2:00,3316
2015-4-29 2:05,3063
2015-4-29 2:10,3230
2015-4-29 2:15,3030
2015-4-29 2:20,2516
2015-4-29 2:25,2187
2015-4-29 2:30,2429
2015-4-29 2:35,2466
2015-4-29 2:40,1978
2015-4-29 2:45,1946
2015-4-29 2:50,3664
2015-4-29 2:55,2388
2015-4-29 3:00,2304
2015-4-29 3:05,2559
2015-4-29 3:10,2552
2015-4-29 3:15,2366
2015-4-29 3:20,2321
2015-4-29 3:25,3198
2015-4-29 3:30,3468
2015-4-29 3:35,3698
2015-4-29 3:40,3370
2015-4-29 3:45,3158
2015-4-29 3:50,4709
2015-4-29 3:55,2915
2015-4-29 4:00,2855
2015-4-29 4:05,2550
2015-4-29 4:10,2349
2015-4-29 4:15,2335
2015-4-29 4:20,2165
2015-4-29 4:25,2377
2015-4-29 4:30,2240
2015-4-29 4:35,2325
2015-4-29 4:40,2200
2015-4-29 4:45,2073
2015-4-29 4:50,3718
2015-4-29 4:55,2299
2015-4-29 5:00,1877
2015-4-29 5:05,4033
2015-4-29 5:10,3096
2015-4-29 5:15,3891
2015-4-29 5:20,4377
2015-4-29 5:25,3697
2015-4-29 5:30,3452
2015-4-29 5:35,4250
2015-4-29 5:40,5302
2015-4-29 5:45,4016
2015-4-29 5:50,4547
2015-4-29 5:55,3138
2015-4-29 6:00,3007
2015-4-29 6:05,3117
2015-4-29 6:10,3027
2015-4-29 6:15,2920
2015-4-29 6:20,2378
2015-4-29 6:25,2555
2015-4-29 6:30,2464
2015-4-29 6:35,2455
2015-4-29 6:40,3057
2015-4-29 6:45,3295
2015-4-29 6:50,5792
2015-4-29 6:55,2568
2015-4-29 7:00,2307
2015-4-29 7:05,2370
2015-4-29 7:10,3355
2015-4-29 7:15,2785
2015-4-29 7:20,2365
2015-4-29 7:25,4126
2015-4-29 7:30,4635
2015-4-29 7:35,2909
2015-4-29 7:40,3157
2015-4-29 7:45,3403
2015-4-29 7:50,5151
2015-4-29 7:55,2918
2015-4-29 8:00,2891
2015-4-29 8:05,3549
2015-4-29 8:10,3471
2015-4-29 8:15,2861
2015-4-29 8:20,2570
2015-4-29 8:25,2362
2015-4-29 8:30,2776
2015-4-29 8:35,2404
2015-4-29 8:40,2640
2015-4-29 8:45,2993
2015-4-29 8:50,4594
2015-4-29 8:55,3611
2015-4-29 9:00,4016
2015-4-29 9:05,4411
2015-4-29 9:10,5528
2015-4-29 9:15,5836
2015-4-29 9:20,5844
2015-4-29 9:25,7363
2015-4-29 9:30,8154
2015-4-29 9:35,8124
2015-4-29 9:40,8853
2015-4-29 9:45,10114
2015-4-29 9:50,12780
2015-4-29 9:55,11656
2015-4-29 10:00,11108
2015-4-29 10:05,10483
2015-4-29 10:10,11880
2015-4-29 10:15,11935
2015-4-29 10:20,10285
2015-4-29 10:25,10312
2015-4-29 10:30,10489
2015-4-29 10:35,10798
2015-4-29 10:40,12319
2015-4-29 10:45,10075
2015-4-29 10:50,14132
2015-4-29 10:55,9923
2015-4-29 11:00,11223
2015-4-29 11:05,11359
2015-4-29 11:10,10093
2015-4-29 11:15,9709
2015-4-29 11:20,10556
2015-4-29 11:25,11103
2015-4-29 11:30,10390
2015-4-29 11:35,10494
2015-4-29 11:40,11931
2015-4-29 11:45,11216
2015-4-29 11:50,13028
2015-4-29 11:55,9071
2015-4-29 12:00,8274
2015-4-29 12:05,7766
2015-4-29 12:10,6943
2015-4-29 12:15,6950
2015-4-29 12:20,7306
2015-4-29 12:25,6444
2015-4-29 12:30,6778
2015-4-29 12:35,6984
2015-4-29 12:40,7244
2015-4-29 12:45,7606
2015-4-29 12:50,9053
2015-4-29 12:55,10609
2015-4-29 13:00,8697
2015-4-29 13:05,6986
2015-4-29 13:10,6944
2015-4-29 13:15,7005
2015-4-29 13:20,7236
2015-4-29 13:25,8314
2015-4-29 13:30,8549
2015-4-29 13:35,8930
2015-4-29 13:40,9807
2015-4-29 13:45,10596
2015-4-29 13:50,12776
2015-4-29 13:55,10927
2015-4-29 14:00,10799
2015-4-29 14:05,10153
2015-4-29 14:10,10134
2015-4-29 14:15,10741
2015-4-29 14:20,10745
2015-4-29 14:25,9942
2015-4-29 14:30,9925
2015-4-29 14:35,9914
2015-4-29 14:40,10553
2015-4-29 14:45,10195
2015-4-29 14:50,13255
2015-4-29 14:55,12029
2015-4-29 15:00,13638
2015-4-29 15:05,13937
2015-4-29 15:10,9789
2015-4-29 15:15,9162
2015-4-29 15:20,12852
2015-4-29 15:25,11847
2015-4-29 15:30,16252
2015-4-29 15:35,18679
2015-4-29 15:40,14833
2015-4-29 15:45,11052
2015-4-29 15:50,12287
2015-4-29 15:55,12319
2015-4-29 16:00,11628
2015-4-29 16:05,10195
2015-4-29 16:10,11166
2015-4-29 16:15,10848
2015-4-29 16:20,9643
2015-4-29 16:25,10356
2015-4-29 16:30,9982
2015-4-29 16:35,11030
2015-4-29 16:40,10940
2015-4-29 16:45,11336
2015-4-29 16:50,11636
2015-4-29 16:55,9510
2015-4-29 17:00,9324
2015-4-29 17:05,9125
2015-4-29 17:10,8907
2015-4-29 17:15,10915
2015-4-29 17:20,11170
2015-4-29 17:25,11304
2015-4-29 17:30,10373
2015-4-29 17:35,9217
2015-4-29 17:40,9667
2015-4-29 17:45,10420
2015-4-29 17:50,11810
2015-4-29 17:55,10110
2015-4-29 18:00,9321
2015-4-29 18:05,9880
2015-4-29 18:10,9630
2015-4-29 18:15,10924
2015-4-29 18:20,10981
2015-4-29 18:25,10199
2015-4-29 18:30,9365
2015-4-29 18:35,10707
2015-4-29 18:40,11158
2015-4-29 18:45,9352
2015-4-29 18:50,10474
2015-4-29 18:55,8899
2015-4-29 19:00,7865
2015-4-29 19:05,7578
2015-4-29 19:10,8553
2015-4-29 19:15,8065
2015-4-29 19:20,9292
2015-4-29 19:25,8973
2015-4-29 19:30,7868
2015-4-29 19:35,6846
2015-4-29 19:40,5942
2015-4-29 19:45,6486
2015-4-29 19:50,8240
2015-4-29 19:55,6885
2015-4-29 20:00,7994
2015-4-29 20:05,7215
2015-4-29 20:10,6124
2015-4-29 20:15,6502
2015-4-29 20:20,6439
2015-4-29 20:25,5860
2015-4-29 20:30,5319
2015-4-29 20:35,5498
2015-4-29 20:40,5578
2015-4-29 20:45,5755
2015-4-29 20:50,5945
2015-4-29 20:55,4206
2015-4-29 21:00,4236
2015-4-29 21:05,3886
2015-4-29 21:10,4321
2015-4-29 21:15,4027
2015-4-29 21:20,3896
2015-4-29 21:25,5067
2015-4-29 21:30,4381
2015-4-29 21:35,4689
2015-4-29 21:40,4801
2015-4-29 21:45,3932
2015-4-29 21:50,5791
2015-4-29 21:55,4329
2015-4-29 22:00,4400
2015-4-29 22:05,4303
2015-4-29 22:10,4588
2015-4-29 22:15,3800
2015-4-29 22:20,3076
2015-4-29 22:25,2935
2015-4-29 22:30,3367
2015-4-29 22:35,2839
2015-4-29 22:40,2599
2015-4-29 22:45,2625
2015-4-29 22:50,4917
2015-4-29 22:55,3098
2015-4-29 23:00,2374
2015-4-29 23:05,2946
2015-4-29 23:10,2525
2015-4-29 23:15,2677
2015-4-29 23:20,2490
2015-4-29 23:25,3158
2015-4-29 23:30,3603
2015-4-29 23:35,3302
2015-4-29 23:40,2993
2015-4-29 23:45,3544
2015-4-29 23:50,4689
2015-4-29 23:55,3657
2015-4-30 0:00,3297
2015-4-30 0:05,2802
2015-4-30 0:10,3125
2015-4-30 0:15,2899
2015-4-30 0:20,2491
2015-4-30 0:25,2516
2015-4-30 0:30,2371
2015-4-30 0:35,2246
2015-4-30 0:40,2118
2015-4-30 0:45,2515
2015-4-30 0:50,4504
2015-4-30 0:55,2544
2015-4-30 1:00,2096
2015-4-30 1:05,2351
2015-4-30 1:10,2559
2015-4-30 1:15,2236
2015-4-30 1:20,3127
2015-4-30 1:25,4262
2015-4-30 1:30,3376
2015-4-30 1:35,3801
2015-4-30 1:40,3213
2015-4-30 1:45,4191
2015-4-30 1:50,5933
2015-4-30 1:55,4027
2015-4-30 2:00,3265
2015-4-30 2:05,3467
2015-4-30 2:10,3008
2015-4-30 2:15,2864
2015-4-30 2:20,2331
2015-4-30 2:25,2452
2015-4-30 2:30,2336
2015-4-30 2:35,2267
2015-4-30 2:40,2868
2015-4-30 2:45,3116
2015-4-30 2:50,4765
2015-4-30 2:55,3243
2015-4-30 3:00,2680
2015-4-30 3:05,2454
2015-4-30 3:10,2400
2015-4-30 3:15,2413
2015-4-30 3:20,3137
2015-4-30 3:25,4253
2015-4-30 3:30,3544
2015-4-30 3:35,3992
2015-4-30 3:40,3504
2015-4-30 3:45,2897
2015-4-30 3:50,4102
2015-4-30 3:55,3445
2015-4-30 4:00,3383
2015-4-30 4:05,3565
2015-4-30 4:10,2659
2015-4-30 4:15,2589
2015-4-30 4:20,2379
2015-4-30 4:25,2124
2015-4-30 4:30,1902
2015-4-30 4:35,2067
2015-4-30 4:40,1968
2015-4-30 4:45,1891
2015-4-30 4:50,3588
2015-4-30 4:55,2489
2015-4-30 5:00,2257
2015-4-30 5:05,2643
2015-4-30 5:10,3105
2015-4-30 5:15,2599
2015-4-30 5:20,2006
2015-4-30 5:25,2644
2015-4-30 5:30,4149
2015-4-30 5:35,4304
2015-4-30 5:40,4434
2015-4-30 5:45,2979
2015-4-30 5:50,5380
2015-4-30 5:55,3213
2015-4-30 6:00,3428
2015-4-30 6:05,3254
2015-4-30 6:10,3535
2015-4-30 6:15,3176
2015-4-30 6:20,2122
2015-4-30 6:25,4759
2015-4-30 6:30,7015
2015-4-30 6:35,4705
2015-4-30 6:40,3208
2015-4-30 6:45,1944
2015-4-30 6:50,3642
2015-4-30 6:55,2584
2015-4-30 7:00,5396
2015-4-30 7:05,3937
2015-4-30 7:10,2009
2015-4-30 7:15,3398
2015-4-30 7:20,3766
2015-4-30 7:25,3341
2015-4-30 7:30,2757
2015-4-30 7:35,4575
2015-4-30 7:40,5826
2015-4-30 7:45,7333
2015-4-30 7:50,8506
2015-4-30 7:55,3446
2015-4-30 8:00,3255
2015-4-30 8:05,2866
2015-4-30 8:10,2361
2015-4-30 8:15,2125
2015-4-30 8:20,2038
2015-4-30 8:25,2359
2015-4-30 8:30,2844
2015-4-30 8:35,2695
2015-4-30 8:40,2370
2015-4-30 8:45,2756
2015-4-30 8:50,4203
2015-4-30 8:55,2885
2015-4-30 9:00,3668
2015-4-30 9:05,3873
2015-4-30 9:10,4476
2015-4-30 9:15,5267
2015-4-30 9:20,5536
2015-4-30 9:25,6563
2015-4-30 9:30,7397
2015-4-30 9:35,8394
2015-4-30 9:40,10164
2015-4-30 9:45,9646
2015-4-30 9:50,12111
2015-4-30 9:55,11072
2015-4-30 10:00,11166
2015-4-30 10:05,10298
2015-4-30 10:10,9963
2015-4-30 10:15,9092
2015-4-30 10:20,9319
2015-4-30 10:25,9566
2015-4-30 10:30,10073
2015-4-30 10:35,9844
2015-4-30 10:40,9328
2015-4-30 10:45,9930
2015-4-30 10:50,11430
2015-4-30 10:55,10401
2015-4-30 11:00,10871
2015-4-30 11:05,10367
2015-4-30 11:10,11254
2015-4-30 11:15,9912
2015-4-30 11:20,10300
2015-4-30 11:25,10487
2015-4-30 11:30,11865
2015-4-30 11:35,11876
2015-4-30 11:40,11269
2015-4-30 11:45,11187
2015-4-30 11:50,12033
2015-4-30 11:55,9916
2015-4-30 12:00,10431
2015-4-30 12:05,7814
2015-4-30 12:10,8429
2015-4-30 12:15,8342
2015-4-30 12:20,6728
2015-4-30 12:25,6837
2015-4-30 12:30,6494
2015-4-30 12:35,7575
2015-4-30 12:40,7313
2015-4-30 12:45,6412
2015-4-30 12:50,8492
2015-4-30 12:55,8016
2015-4-30 13:00,6906
2015-4-30 13:05,7278
2015-4-30 13:10,7814
2015-4-30 13:15,8161
2015-4-30 13:20,8362
2015-4-30 13:25,9160
2015-4-30 13:30,9035
2015-4-30 13:35,9417
2015-4-30 13:40,10218
2015-4-30 13:45,12615
2015-4-30 13:50,12059
2015-4-30 13:55,10349
2015-4-30 14:00,9158
2015-4-30 14:05,9582
2015-4-30 14:10,11765
2015-4-30 14:15,10407
2015-4-30 14:20,9950
2015-4-30 14:25,11285
2015-4-30 14:30,11282
2015-4-30 14:35,14660
2015-4-30 14:40,14696
2015-4-30 14:45,14594
2015-4-30 14:50,11147
2015-4-30 14:55,10590
2015-4-30 15:00,9214
2015-4-30 15:05,13492
2015-4-30 15:10,10642
2015-4-30 15:15,11761
2015-4-30 15:20,8009
2015-4-30 15:25,8182
2015-4-30 15:30,10323
2015-4-30 15:35,8645
